Time,Site 1,Site 2,Site 3,Site 4
2024-06-01T00:00:00Z,48,10,13,229
2024-06-01T01:00:00Z,23,8,10,77
2024-06-01T02:00:00Z,8,7,9,16
2024-06-01T03:00:00Z,1,1,7,19
2024-06-01T04:00:00Z,15,1,12,48
2024-06-01T05:00:00Z,23,10,29,50
2024-06-01T06:00:00Z,84,30,83,118
2024-06-01T07:00:00Z,122,41,238,203
2024-06-01T08:00:00Z,282,87,407,370
2024-06-01T09:00:00Z,348,156,627,703
2024-06-01T10:00:00Z,493,130,743,1174
2024-06-01T11:00:00Z,616,169,1009,1204
2024-06-01T12:00:00Z,519,171,736,1171
2024-06-01T13:00:00Z,481,115,595,1047
2024-06-01T14:00:00Z,500,114,641,1052
2024-06-01T15:00:00Z,469,100,564,1150
2024-06-01T16:00:00Z,403,174,516,1079
2024-06-01T17:00:00Z,428,147,393,1089
2024-06-01T18:00:00Z,298,106,336,1084
2024-06-01T19:00:00Z,321,175,226,1264
2024-06-01T20:00:00Z,315,148,134,1149
2024-06-01T21:00:00Z,227,77,79,991
2024-06-01T22:00:00Z,74,34,36,699
2024-06-01T23:00:00Z,45,8,21,451
2024-06-02T00:00:00Z,56,2,13,220
2024-06-02T01:00:00Z,11,2,7,48
2024-06-02T02:00:00Z,0,3,9,49
2024-06-02T03:00:00Z,5,0,7,23
2024-06-02T04:00:00Z,21,1,6,26
2024-06-02T05:00:00Z,73,10,24,65
2024-06-02T06:00:00Z,66,29,73,95
2024-06-02T07:00:00Z,188,66,209,238
2024-06-02T08:00:00Z,262,85,392,396
2024-06-02T09:00:00Z,426,121,596,647
2024-06-02T10:00:00Z,489,159,789,945
2024-06-02T11:00:00Z,544,136,858,969
2024-06-02T12:00:00Z,477,159,759,1179
2024-06-02T13:00:00Z,496,176,653,1069
2024-06-02T14:00:00Z,452,167,654,1139
2024-06-02T15:00:00Z,473,177,631,1046
2024-06-02T16:00:00Z,411,145,575,964
2024-06-02T17:00:00Z,366,98,457,980
2024-06-02T18:00:00Z,342,169,369,912
2024-06-02T19:00:00Z,270,150,320,1061
2024-06-02T20:00:00Z,202,147,216,1039
2024-06-02T21:00:00Z,90,102,90,818
2024-06-02T22:00:00Z,32,14,33,324
2024-06-02T23:00:00Z,20,13,16,201
2024-06-03T00:00:00Z,7,3,7,59
2024-06-03T01:00:00Z,5,0,6,27
2024-06-03T02:00:00Z,3,0,4,33
2024-06-03T03:00:00Z,3,0,3,18
2024-06-03T04:00:00Z,9,1,4,7
2024-06-03T05:00:00Z,39,5,17,39
2024-06-03T06:00:00Z,88,40,86,164
2024-06-03T07:00:00Z,134,49,170,167
2024-06-03T08:00:00Z,173,87,233,230
2024-06-03T09:00:00Z,205,110,285,332
2024-06-03T10:00:00Z,311,122,365,579
2024-06-03T11:00:00Z,348,70,426,597
2024-06-03T12:00:00Z,348,85,400,635
2024-06-03T13:00:00Z,214,113,353,714
2024-06-03T14:00:00Z,251,84,339,601
2024-06-03T15:00:00Z,267,83,308,564
2024-06-03T16:00:00Z,263,82,285,466
2024-06-03T17:00:00Z,310,133,329,511
2024-06-03T18:00:00Z,335,116,373,599
2024-06-03T19:00:00Z,269,131,312,815
2024-06-03T20:00:00Z,241,116,169,831
2024-06-03T21:00:00Z,137,68,64,592
2024-06-03T22:00:00Z,40,20,24,364
2024-06-03T23:00:00Z,13,13,10,239
2024-06-04T00:00:00Z,16,7,7,73
2024-06-04T01:00:00Z,9,6,3,31
2024-06-04T02:00:00Z,5,1,1,17
2024-06-04T03:00:00Z,1,0,0,3
2024-06-04T04:00:00Z,23,3,4,11
2024-06-04T05:00:00Z,57,10,34,64
2024-06-04T06:00:00Z,137,32,150,168
2024-06-04T07:00:00Z,153,84,235,280
2024-06-04T08:00:00Z,249,80,255,327
2024-06-04T09:00:00Z,215,74,268,369
2024-06-04T10:00:00Z,273,89,332,716
2024-06-04T11:00:00Z,318,80,384,743
2024-06-04T12:00:00Z,454,108,395,750
2024-06-04T13:00:00Z,210,113,315,501
2024-06-04T14:00:00Z,194,99,289,608
2024-06-04T15:00:00Z,262,91,303,476
2024-06-04T16:00:00Z,309,90,293,416
2024-06-04T17:00:00Z,326,107,378,496
2024-06-04T18:00:00Z,426,167,435,613
2024-06-04T19:00:00Z,340,117,359,842
2024-06-04T20:00:00Z,303,131,186,756
2024-06-04T21:00:00Z,121,55,77,581
2024-06-04T22:00:00Z,41,2,26,303
2024-06-04T23:00:00Z,21,8,11,181
2024-06-05T00:00:00Z,11,3,9,104
2024-06-05T01:00:00Z,1,0,7,51
2024-06-05T02:00:00Z,1,2,0,13
2024-06-05T03:00:00Z,1,0,0,10
2024-06-05T04:00:00Z,8,0,7,18
2024-06-05T05:00:00Z,43,9,57,58
2024-06-05T06:00:00Z,169,51,150,164
2024-06-05T07:00:00Z,185,77,286,237
2024-06-05T08:00:00Z,184,75,404,275
2024-06-05T09:00:00Z,201,90,328,413
2024-06-05T10:00:00Z,249,79,331,542
2024-06-05T11:00:00Z,273,91,437,689
2024-06-05T12:00:00Z,399,105,326,634
2024-06-05T13:00:00Z,254,99,296,651
2024-06-05T14:00:00Z,210,77,269,508
2024-06-05T15:00:00Z,242,64,280,457
2024-06-05T16:00:00Z,283,97,270,373
2024-06-05T17:00:00Z,331,95,336,535
2024-06-05T18:00:00Z,297,89,351,540
2024-06-05T19:00:00Z,334,98,355,647
2024-06-05T20:00:00Z,239,86,211,848
2024-06-05T21:00:00Z,153,45,76,535
2024-06-05T22:00:00Z,21,14,33,346
2024-06-05T23:00:00Z,11,2,19,185
2024-06-06T00:00:00Z,9,2,4,108
2024-06-06T01:00:00Z,3,0,4,35
2024-06-06T02:00:00Z,3,1,3,6
2024-06-06T03:00:00Z,7,0,1,1
2024-06-06T04:00:00Z,9,3,3,44
2024-06-06T05:00:00Z,40,8,37,64
2024-06-06T06:00:00Z,142,22,180,150
2024-06-06T07:00:00Z,149,41,235,207
2024-06-06T08:00:00Z,160,80,271,207
2024-06-06T09:00:00Z,202,87,212,338
2024-06-06T10:00:00Z,180,61,209,457
2024-06-06T11:00:00Z,203,41,166,388
2024-06-06T12:00:00Z,340,60,291,403
2024-06-06T13:00:00Z,226,31,186,513
2024-06-06T14:00:00Z,209,34,214,404
2024-06-06T15:00:00Z,225,52,153,415
2024-06-06T16:00:00Z,202,71,206,446
2024-06-06T17:00:00Z,141,32,183,282
2024-06-06T18:00:00Z,44,21,106,634
2024-06-06T19:00:00Z,36,13,144,626
2024-06-06T20:00:00Z,17,8,24,517
2024-06-06T21:00:00Z,7,1,6,16
2024-06-06T22:00:00Z,8,3,0,32
2024-06-06T23:00:00Z,3,0,0,40
2024-06-07T00:00:00Z,3,1,7,44
2024-06-07T01:00:00Z,0,3,3,6
2024-06-07T02:00:00Z,5,0,1,10
2024-06-07T03:00:00Z,1,0,0,3
2024-06-07T04:00:00Z,4,1,4,4
2024-06-07T05:00:00Z,24,16,29,30
2024-06-07T06:00:00Z,80,38,162,122
2024-06-07T07:00:00Z,129,53,188,197
2024-06-07T08:00:00Z,162,105,215,252
2024-06-07T09:00:00Z,164,124,321,434
2024-06-07T10:00:00Z,227,77,430,619
2024-06-07T11:00:00Z,307,94,412,743
2024-06-07T12:00:00Z,104,13,154,221
2024-06-07T13:00:00Z,114,24,73,290
2024-06-07T14:00:00Z,186,47,156,412
2024-06-07T15:00:00Z,203,58,296,492
2024-06-07T16:00:00Z,154,61,275,455
2024-06-07T17:00:00Z,120,31,250,312
2024-06-07T18:00:00Z,49,30,133,264
2024-06-07T19:00:00Z,124,39,175,385
2024-06-07T20:00:00Z,149,44,163,480
2024-06-07T21:00:00Z,80,25,56,335
2024-06-07T22:00:00Z,27,20,19,236
2024-06-07T23:00:00Z,12,5,7,131
2024-06-08T00:00:00Z,3,1,0,121
2024-06-08T01:00:00Z,1,1,1,33
2024-06-08T02:00:00Z,7,1,1,31
2024-06-08T03:00:00Z,4,0,1,16
2024-06-08T04:00:00Z,4,2,12,9
2024-06-08T05:00:00Z,21,7,26,29
2024-06-08T06:00:00Z,63,43,79,110
2024-06-08T07:00:00Z,124,40,214,204
2024-06-08T08:00:00Z,197,68,344,352
2024-06-08T09:00:00Z,266,114,598,655
2024-06-08T10:00:00Z,420,126,747,870
2024-06-08T11:00:00Z,448,163,946,970
2024-06-08T12:00:00Z,487,175,666,1012
2024-06-08T13:00:00Z,366,140,448,912
2024-06-08T14:00:00Z,339,126,641,791
2024-06-08T15:00:00Z,293,100,404,799
2024-06-08T16:00:00Z,271,124,363,761
2024-06-08T17:00:00Z,172,68,226,651
2024-06-08T18:00:00Z,88,20,139,298
2024-06-08T19:00:00Z,96,38,97,369
2024-06-08T20:00:00Z,93,22,91,344
2024-06-08T21:00:00Z,41,15,41,241
2024-06-08T22:00:00Z,37,6,13,225
2024-06-08T23:00:00Z,31,10,19,174
2024-06-09T00:00:00Z,19,1,10,123
2024-06-09T01:00:00Z,12,13,0,85
2024-06-09T02:00:00Z,4,18,3,23
2024-06-09T03:00:00Z,1,0,7,13
2024-06-09T04:00:00Z,8,0,1,12
2024-06-09T05:00:00Z,16,3,21,17
2024-06-09T06:00:00Z,40,23,37,65
2024-06-09T07:00:00Z,63,33,167,151
2024-06-09T08:00:00Z,102,32,223,202
2024-06-09T09:00:00Z,104,32,263,251
2024-06-09T10:00:00Z,121,41,276,349
2024-06-09T11:00:00Z,158,75,402,492
2024-06-09T12:00:00Z,162,49,318,422
2024-06-09T13:00:00Z,118,24,194,320
2024-06-09T14:00:00Z,118,32,222,388
2024-06-09T15:00:00Z,150,53,281,632
2024-06-09T16:00:00Z,166,62,356,570
2024-06-09T17:00:00Z,124,55,240,557
2024-06-09T18:00:00Z,146,69,262,480
2024-06-09T19:00:00Z,142,66,293,649
2024-06-09T20:00:00Z,176,62,215,556
2024-06-09T21:00:00Z,86,20,68,375
2024-06-09T22:00:00Z,20,8,17,233
2024-06-09T23:00:00Z,25,1,6,100
2024-06-10T00:00:00Z,15,1,12,49
2024-06-10T01:00:00Z,3,0,3,37
2024-06-10T02:00:00Z,0,2,0,11
2024-06-10T03:00:00Z,1,0,4,7
2024-06-10T04:00:00Z,0,1,1,1
2024-06-10T05:00:00Z,11,3,17,10
2024-06-10T06:00:00Z,27,16,42,53
2024-06-10T07:00:00Z,73,22,102,66
2024-06-10T08:00:00Z,128,53,195,253
2024-06-10T09:00:00Z,144,60,245,240
2024-06-10T10:00:00Z,266,71,262,336
2024-06-10T11:00:00Z,410,77,328,663
2024-06-10T12:00:00Z,469,77,353,630
2024-06-10T13:00:00Z,327,66,273,505
2024-06-10T14:00:00Z,327,89,259,667
2024-06-10T15:00:00Z,302,84,306,764
2024-06-10T16:00:00Z,311,100,355,540
2024-06-10T17:00:00Z,330,93,454,514
2024-06-10T18:00:00Z,253,93,479,630
2024-06-10T19:00:00Z,230,95,373,611
2024-06-10T20:00:00Z,142,46,189,356
2024-06-10T21:00:00Z,101,36,87,276
2024-06-10T22:00:00Z,36,13,27,155
2024-06-10T23:00:00Z,8,3,10,123
2024-06-11T00:00:00Z,11,1,10,72
2024-06-11T01:00:00Z,0,1,4,27
2024-06-11T02:00:00Z,0,0,3,16
2024-06-11T03:00:00Z,1,0,1,23
2024-06-11T04:00:00Z,3,0,4,14
2024-06-11T05:00:00Z,9,10,52,27
2024-06-11T06:00:00Z,89,23,165,134
2024-06-11T07:00:00Z,101,45,247,214
2024-06-11T08:00:00Z,132,61,235,185
2024-06-11T09:00:00Z,153,89,248,213
2024-06-11T10:00:00Z,274,67,349,631
2024-06-11T11:00:00Z,313,115,330,736
2024-06-11T12:00:00Z,489,90,402,762
2024-06-11T13:00:00Z,340,114,346,639
2024-06-11T14:00:00Z,307,104,300,643
2024-06-11T15:00:00Z,319,137,302,676
2024-06-11T16:00:00Z,273,114,321,681
2024-06-11T17:00:00Z,311,123,448,627
2024-06-11T18:00:00Z,368,106,564,703
2024-06-11T19:00:00Z,313,70,417,708
2024-06-11T20:00:00Z,265,77,254,541
2024-06-11T21:00:00Z,152,34,107,419
2024-06-11T22:00:00Z,41,9,26,232
2024-06-11T23:00:00Z,16,9,7,142
2024-06-12T00:00:00Z,0,3,3,50
2024-06-12T01:00:00Z,0,6,3,11
2024-06-12T02:00:00Z,0,0,0,1
2024-06-12T03:00:00Z,0,0,1,1
2024-06-12T04:00:00Z,0,0,3,26
2024-06-12T05:00:00Z,0,8,59,48
2024-06-12T06:00:00Z,0,28,150,122
2024-06-12T07:00:00Z,0,58,236,196
2024-06-12T08:00:00Z,0,118,271,258
2024-06-12T09:00:00Z,0,98,295,349
2024-06-12T10:00:00Z,0,79,378,672
2024-06-12T11:00:00Z,0,70,361,718
2024-06-12T12:00:00Z,0,167,585,829
2024-06-12T13:00:00Z,0,89,462,860
2024-06-12T14:00:00Z,0,75,423,754
2024-06-12T15:00:00Z,0,113,349,726
2024-06-12T16:00:00Z,0,114,396,590
2024-06-12T17:00:00Z,0,118,489,710
2024-06-12T18:00:00Z,0,144,644,856
2024-06-12T19:00:00Z,0,141,522,775
2024-06-12T20:00:00Z,0,98,283,703
2024-06-12T21:00:00Z,0,63,90,457
2024-06-12T22:00:00Z,0,10,50,314
2024-06-12T23:00:00Z,0,9,26,142
2024-06-13T00:00:00Z,9,0,9,55
2024-06-13T01:00:00Z,2,2,1,19
2024-06-13T02:00:00Z,1,1,0,20
2024-06-13T03:00:00Z,2,0,0,7
2024-06-13T04:00:00Z,10,2,23,17
2024-06-13T05:00:00Z,35,9,55,47
2024-06-13T06:00:00Z,86,25,170,136
2024-06-13T07:00:00Z,87,29,232,234
2024-06-13T08:00:00Z,99,97,249,232
2024-06-13T09:00:00Z,109,90,302,483
2024-06-13T10:00:00Z,154,120,637,718
2024-06-13T11:00:00Z,170,128,437,827
2024-06-13T12:00:00Z,359,102,468,866
2024-06-13T13:00:00Z,175,82,401,605
2024-06-13T14:00:00Z,155,117,322,752
2024-06-13T15:00:00Z,151,93,336,836
2024-06-13T16:00:00Z,164,89,212,532
2024-06-13T17:00:00Z,148,78,223,429
2024-06-13T18:00:00Z,160,76,237,458
2024-06-13T19:00:00Z,112,55,192,517
2024-06-13T20:00:00Z,98,40,130,322
2024-06-13T21:00:00Z,59,15,30,252
2024-06-13T22:00:00Z,25,13,3,63
2024-06-13T23:00:00Z,14,5,3,96
2024-06-14T00:00:00Z,9,1,1,71
2024-06-14T01:00:00Z,8,1,1,23
2024-06-14T02:00:00Z,2,1,1,9
2024-06-14T03:00:00Z,0,0,3,13
2024-06-14T04:00:00Z,4,0,14,3
2024-06-14T05:00:00Z,20,8,34,21
2024-06-14T06:00:00Z,54,20,140,89
2024-06-14T07:00:00Z,111,22,205,137
2024-06-14T08:00:00Z,115,63,238,175
2024-06-14T09:00:00Z,146,54,222,339
2024-06-14T10:00:00Z,214,95,349,684
2024-06-14T11:00:00Z,297,100,469,748
2024-06-14T12:00:00Z,278,124,443,812
2024-06-14T13:00:00Z,329,83,434,799
2024-06-14T14:00:00Z,258,87,382,686
2024-06-14T15:00:00Z,236,92,415,777
2024-06-14T16:00:00Z,231,93,349,708
2024-06-14T17:00:00Z,212,141,396,750
2024-06-14T18:00:00Z,159,155,376,693
2024-06-14T19:00:00Z,180,122,303,792
2024-06-14T20:00:00Z,139,90,192,735
2024-06-14T21:00:00Z,89,44,91,647
2024-06-14T22:00:00Z,42,15,26,401
2024-06-14T23:00:00Z,15,8,16,254
2024-06-15T00:00:00Z,15,2,7,114
2024-06-15T01:00:00Z,7,1,19,61
2024-06-15T02:00:00Z,5,0,4,26
2024-06-15T03:00:00Z,2,0,6,11
2024-06-15T04:00:00Z,9,0,16,41
2024-06-15T05:00:00Z,21,3,36,30
2024-06-15T06:00:00Z,48,24,89,112
2024-06-15T07:00:00Z,82,44,282,243
2024-06-15T08:00:00Z,193,86,387,454
2024-06-15T09:00:00Z,211,113,680,727
2024-06-15T10:00:00Z,289,166,810,1128
2024-06-15T11:00:00Z,350,131,1134,1302
2024-06-15T12:00:00Z,336,124,873,1332
2024-06-15T13:00:00Z,293,115,674,1190
2024-06-15T14:00:00Z,349,160,1011,1387
2024-06-15T15:00:00Z,255,169,792,1385
2024-06-15T16:00:00Z,249,110,606,1128
2024-06-15T17:00:00Z,209,108,393,1054
2024-06-15T18:00:00Z,143,161,382,1055
2024-06-15T19:00:00Z,144,133,303,1060
2024-06-15T20:00:00Z,158,113,146,1018
2024-06-15T21:00:00Z,67,51,116,729
2024-06-15T22:00:00Z,26,20,44,501
2024-06-15T23:00:00Z,18,7,34,318
2024-06-16T00:00:00Z,17,2,19,182
2024-06-16T01:00:00Z,5,3,11,69
2024-06-16T02:00:00Z,1,1,4,47
2024-06-16T03:00:00Z,2,3,1,23
2024-06-16T04:00:00Z,8,1,10,22
2024-06-16T05:00:00Z,19,7,39,37
2024-06-16T06:00:00Z,23,20,72,112
2024-06-16T07:00:00Z,58,51,158,185
2024-06-16T08:00:00Z,97,82,350,391
2024-06-16T09:00:00Z,207,114,600,666
2024-06-16T10:00:00Z,238,167,809,1330
2024-06-16T11:00:00Z,291,136,933,1612
2024-06-16T12:00:00Z,284,124,770,1353
2024-06-16T13:00:00Z,260,119,710,1249
2024-06-16T14:00:00Z,255,121,751,1162
2024-06-16T15:00:00Z,312,124,681,1142
2024-06-16T16:00:00Z,237,92,605,994
2024-06-16T17:00:00Z,249,98,548,1092
2024-06-16T18:00:00Z,211,163,354,1015
2024-06-16T19:00:00Z,202,164,310,1000
2024-06-16T20:00:00Z,142,108,194,873
2024-06-16T21:00:00Z,86,45,87,640
2024-06-16T22:00:00Z,22,15,51,356
2024-06-16T23:00:00Z,21,8,24,284
2024-06-17T00:00:00Z,7,2,9,104
2024-06-17T01:00:00Z,2,3,6,49
2024-06-17T02:00:00Z,1,0,3,17
2024-06-17T03:00:00Z,1,0,0,16
2024-06-17T04:00:00Z,7,0,14,19
2024-06-17T05:00:00Z,14,11,24,46
2024-06-17T06:00:00Z,31,34,116,125
2024-06-17T07:00:00Z,55,31,189,129
2024-06-17T08:00:00Z,80,48,160,253
2024-06-17T09:00:00Z,91,56,203,232
2024-06-17T10:00:00Z,205,67,294,420
2024-06-17T11:00:00Z,214,60,311,572
2024-06-17T12:00:00Z,248,85,369,741
2024-06-17T13:00:00Z,182,63,256,683
2024-06-17T14:00:00Z,246,102,295,635
2024-06-17T15:00:00Z,253,85,232,693
2024-06-17T16:00:00Z,342,58,202,669
2024-06-17T17:00:00Z,287,86,289,607
2024-06-17T18:00:00Z,272,86,311,624
2024-06-17T19:00:00Z,221,106,303,634
2024-06-17T20:00:00Z,165,90,224,656
2024-06-17T21:00:00Z,97,56,106,521
2024-06-17T22:00:00Z,42,24,49,331
2024-06-17T23:00:00Z,13,10,10,194
2024-06-18T00:00:00Z,8,7,13,124
2024-06-18T01:00:00Z,3,3,4,23
2024-06-18T02:00:00Z,1,1,0,31
2024-06-18T03:00:00Z,0,0,0,21
2024-06-18T04:00:00Z,8,0,9,22
2024-06-18T05:00:00Z,33,8,63,72
2024-06-18T06:00:00Z,74,30,133,174
2024-06-18T07:00:00Z,98,53,196,263
2024-06-18T08:00:00Z,130,79,233,376
2024-06-18T09:00:00Z,136,48,226,300
2024-06-18T10:00:00Z,216,67,216,645
2024-06-18T11:00:00Z,351,69,216,668
2024-06-18T12:00:00Z,353,89,144,596
2024-06-18T13:00:00Z,236,55,106,307
2024-06-18T14:00:00Z,198,57,101,253
2024-06-18T15:00:00Z,232,39,97,426
2024-06-18T16:00:00Z,233,53,78,305
2024-06-18T17:00:00Z,336,37,136,386
2024-06-18T18:00:00Z,297,61,196,443
2024-06-18T19:00:00Z,244,55,147,450
2024-06-18T20:00:00Z,186,77,103,641
2024-06-18T21:00:00Z,105,51,59,507
2024-06-18T22:00:00Z,28,10,26,362
2024-06-18T23:00:00Z,23,6,9,180
2024-06-19T00:00:00Z,0,1,9,93
2024-06-19T01:00:00Z,0,0,0,76
2024-06-19T02:00:00Z,0,0,3,23
2024-06-19T03:00:00Z,0,1,1,24
2024-06-19T04:00:00Z,5,0,1,33
2024-06-19T05:00:00Z,27,7,49,60
2024-06-19T06:00:00Z,129,29,139,190
2024-06-19T07:00:00Z,168,45,162,205
2024-06-19T08:00:00Z,138,62,123,173
2024-06-19T09:00:00Z,118,55,100,313
2024-06-19T10:00:00Z,137,72,149,492
2024-06-19T11:00:00Z,146,52,120,391
2024-06-19T12:00:00Z,209,44,91,409
2024-06-19T13:00:00Z,120,38,59,341
2024-06-19T14:00:00Z,77,62,76,331
2024-06-19T15:00:00Z,144,52,70,324
2024-06-19T16:00:00Z,94,51,67,348
2024-06-19T17:00:00Z,146,56,85,260
2024-06-19T18:00:00Z,145,48,97,299
2024-06-19T19:00:00Z,157,54,99,470
2024-06-19T20:00:00Z,156,46,111,513
2024-06-19T21:00:00Z,121,32,67,439
2024-06-19T22:00:00Z,40,7,26,378
2024-06-19T23:00:00Z,20,10,10,226
2024-06-20T00:00:00Z,16,0,10,104
2024-06-20T01:00:00Z,4,0,6,34
2024-06-20T02:00:00Z,1,5,4,7
2024-06-20T03:00:00Z,0,0,46,9
2024-06-20T04:00:00Z,21,0,35,51
2024-06-20T05:00:00Z,76,8,97,52
2024-06-20T06:00:00Z,88,16,109,142
2024-06-20T07:00:00Z,106,37,163,215
2024-06-20T08:00:00Z,116,56,162,209
2024-06-20T09:00:00Z,117,43,109,501
2024-06-20T10:00:00Z,180,62,123,460
2024-06-20T11:00:00Z,150,47,116,394
2024-06-20T12:00:00Z,194,51,106,593
2024-06-20T13:00:00Z,116,51,86,377
2024-06-20T14:00:00Z,68,78,87,276
2024-06-20T15:00:00Z,104,30,92,307
2024-06-20T16:00:00Z,113,18,94,349
2024-06-20T17:00:00Z,145,34,142,359
2024-06-20T18:00:00Z,160,61,143,462
2024-06-20T19:00:00Z,203,53,117,484
2024-06-20T20:00:00Z,141,34,94,559
2024-06-20T21:00:00Z,96,22,64,373
2024-06-20T22:00:00Z,35,24,47,268
2024-06-20T23:00:00Z,35,12,13,221
2024-06-21T00:00:00Z,9,0,9,139
2024-06-21T01:00:00Z,12,5,1,54
2024-06-21T02:00:00Z,1,1,0,17
2024-06-21T03:00:00Z,0,0,0,15
2024-06-21T04:00:00Z,5,2,17,38
2024-06-21T05:00:00Z,35,14,52,63
2024-06-21T06:00:00Z,81,28,201,151
2024-06-21T07:00:00Z,112,59,275,201
2024-06-21T08:00:00Z,162,114,273,276
2024-06-21T09:00:00Z,206,79,298,440
2024-06-21T10:00:00Z,298,93,346,775
2024-06-21T11:00:00Z,423,93,413,858
2024-06-21T12:00:00Z,420,112,485,978
2024-06-21T13:00:00Z,372,91,371,813
2024-06-21T14:00:00Z,363,97,323,745
2024-06-21T15:00:00Z,255,95,306,661
2024-06-21T16:00:00Z,250,80,232,601
2024-06-21T17:00:00Z,243,64,230,524
2024-06-21T18:00:00Z,193,70,265,422
2024-06-21T19:00:00Z,134,77,207,510
2024-06-21T20:00:00Z,161,72,142,575
2024-06-21T21:00:00Z,97,44,92,519
2024-06-21T22:00:00Z,69,12,71,442
2024-06-21T23:00:00Z,13,18,37,337
2024-06-22T00:00:00Z,12,6,11,187
2024-06-22T01:00:00Z,8,3,13,81
2024-06-22T02:00:00Z,1,0,10,40
2024-06-22T03:00:00Z,5,0,22,29
2024-06-22T04:00:00Z,21,1,43,26
2024-06-22T05:00:00Z,48,5,43,50
2024-06-22T06:00:00Z,61,15,76,83
2024-06-22T07:00:00Z,68,36,245,213
2024-06-22T08:00:00Z,176,59,343,326
2024-06-22T09:00:00Z,249,86,445,511
2024-06-22T10:00:00Z,323,118,434,733
2024-06-22T11:00:00Z,451,135,746,1037
2024-06-22T12:00:00Z,496,138,683,1102
2024-06-22T13:00:00Z,487,152,508,1165
2024-06-22T14:00:00Z,464,131,633,1242
2024-06-22T15:00:00Z,483,130,666,1334
2024-06-22T16:00:00Z,553,147,593,1326
2024-06-22T17:00:00Z,419,147,520,1062
2024-06-22T18:00:00Z,269,121,319,1065
2024-06-22T19:00:00Z,263,151,215,1008
2024-06-22T20:00:00Z,193,70,122,858
2024-06-22T21:00:00Z,57,52,53,650
2024-06-22T22:00:00Z,16,12,29,410
2024-06-22T23:00:00Z,12,3,14,281
2024-06-23T00:00:00Z,8,0,7,133
2024-06-23T01:00:00Z,3,1,3,43
2024-06-23T02:00:00Z,0,0,17,13
2024-06-23T03:00:00Z,0,1,1,14
2024-06-23T04:00:00Z,9,5,4,10
2024-06-23T05:00:00Z,7,1,0,16
2024-06-23T06:00:00Z,5,2,19,13
2024-06-23T07:00:00Z,17,5,21,23
2024-06-23T08:00:00Z,5,6,59,370
2024-06-23T09:00:00Z,23,21,89,690
2024-06-23T10:00:00Z,41,7,103,330
2024-06-23T11:00:00Z,96,43,176,590
2024-06-23T12:00:00Z,154,56,219,612
2024-06-23T13:00:00Z,96,25,153,430
2024-06-23T14:00:00Z,29,6,77,279
2024-06-23T15:00:00Z,69,15,103,339
2024-06-23T16:00:00Z,172,41,249,500
2024-06-23T17:00:00Z,210,61,308,778
2024-06-23T18:00:00Z,209,74,232,896
2024-06-23T19:00:00Z,251,90,205,996
2024-06-23T20:00:00Z,117,53,130,671
2024-06-23T21:00:00Z,39,14,63,344
2024-06-23T22:00:00Z,1,2,9,28
2024-06-23T23:00:00Z,19,8,4,40
2024-06-24T00:00:00Z,5,2,7,16
2024-06-24T01:00:00Z,1,0,0,13
2024-06-24T02:00:00Z,0,1,3,7
2024-06-24T03:00:00Z,0,0,0,7
2024-06-24T04:00:00Z,13,0,1,13
2024-06-24T05:00:00Z,5,2,6,36
2024-06-24T06:00:00Z,9,3,20,20
2024-06-24T07:00:00Z,12,9,52,47
2024-06-24T08:00:00Z,21,9,52,253
2024-06-24T09:00:00Z,15,3,97,383
2024-06-24T10:00:00Z,37,12,144,613
2024-06-24T11:00:00Z,96,33,269,359
2024-06-24T12:00:00Z,176,52,272,679
2024-06-24T13:00:00Z,188,85,375,733
2024-06-24T14:00:00Z,404,104,612,1224
2024-06-24T15:00:00Z,443,138,583,1360
2024-06-24T16:00:00Z,451,80,716,1469
2024-06-24T17:00:00Z,507,169,605,1487
2024-06-24T18:00:00Z,499,94,559,1613
2024-06-24T19:00:00Z,386,98,442,1465
2024-06-24T20:00:00Z,278,118,211,1156
2024-06-24T21:00:00Z,149,54,104,810
2024-06-24T22:00:00Z,51,20,29,554
2024-06-24T23:00:00Z,31,9,26,251
2024-06-25T00:00:00Z,5,5,20,80
2024-06-25T01:00:00Z,4,0,7,7
2024-06-25T02:00:00Z,0,0,1,21
2024-06-25T03:00:00Z,0,0,1,13
2024-06-25T04:00:00Z,7,0,6,13
2024-06-25T05:00:00Z,33,10,29,39
2024-06-25T06:00:00Z,68,18,139,124
2024-06-25T07:00:00Z,137,34,206,204
2024-06-25T08:00:00Z,138,77,222,219
2024-06-25T09:00:00Z,178,62,294,331
2024-06-25T10:00:00Z,318,130,345,739
2024-06-25T11:00:00Z,423,117,365,928
2024-06-25T12:00:00Z,469,131,369,1012
2024-06-25T13:00:00Z,392,124,309,792
2024-06-25T14:00:00Z,290,115,300,696
2024-06-25T15:00:00Z,347,79,292,730
2024-06-25T16:00:00Z,350,110,270,759
2024-06-25T17:00:00Z,370,138,292,665
2024-06-25T18:00:00Z,394,102,428,948
2024-06-25T19:00:00Z,323,104,344,754
2024-06-25T20:00:00Z,174,47,227,683
2024-06-25T21:00:00Z,146,37,111,510
2024-06-25T22:00:00Z,31,15,41,406
2024-06-25T23:00:00Z,32,1,14,184
2024-06-26T00:00:00Z,5,2,0,60
2024-06-26T01:00:00Z,0,0,3,23
2024-06-26T02:00:00Z,0,0,3,24
2024-06-26T03:00:00Z,3,0,11,7
2024-06-26T04:00:00Z,9,1,3,7
