Time,Site 1,Site 2,Site 3,Site 4
2024-08-21T12:00:00Z,590,111,487,228
2024-08-21T13:00:00Z,530,91,402,663
2024-08-21T14:00:00Z,405,125,378,215
2024-08-21T15:00:00Z,450,118,366,221
2024-08-21T16:00:00Z,428,125,392,160
2024-08-21T17:00:00Z,356,121,359,537
2024-08-21T18:00:00Z,351,101,528,166
2024-08-21T19:00:00Z,322,94,429,652
2024-08-21T20:00:00Z,210,86,193,659
2024-08-21T21:00:00Z,74,23,61,98
2024-08-21T22:00:00Z,43,8,28,103
2024-08-21T23:00:00Z,24,8,23,74
2024-08-22T00:00:00Z,4,0,6,31
2024-08-22T01:00:00Z,4,0,3,14
2024-08-22T02:00:00Z,5,1,1,0
2024-08-22T03:00:00Z,0,0,1,11
2024-08-22T04:00:00Z,0,1,4,3
2024-08-22T05:00:00Z,9,3,20,12
2024-08-22T06:00:00Z,53,10,112,112
2024-08-22T07:00:00Z,86,30,178,91
2024-08-22T08:00:00Z,129,61,203,234
2024-08-22T09:00:00Z,180,70,271,291
2024-08-22T10:00:00Z,318,66,332,689
2024-08-22T11:00:00Z,452,67,449,836
2024-08-22T12:00:00Z,446,82,398,740
2024-08-22T13:00:00Z,270,67,380,700
2024-08-22T14:00:00Z,287,71,269,565
2024-08-22T15:00:00Z,428,87,269,580
2024-08-22T16:00:00Z,293,94,354,551
2024-08-22T17:00:00Z,325,114,471,523
2024-08-22T18:00:00Z,348,101,557,635
2024-08-22T19:00:00Z,243,67,382,714
2024-08-22T20:00:00Z,250,36,213,494
2024-08-22T21:00:00Z,44,9,29,313
2024-08-22T22:00:00Z,16,6,11,265
2024-08-22T23:00:00Z,19,0,11,184
2024-08-23T00:00:00Z,9,0,14,91
2024-08-23T01:00:00Z,1,2,7,14
2024-08-23T02:00:00Z,0,0,3,6
2024-08-23T03:00:00Z,3,0,3,3
2024-08-23T04:00:00Z,0,0,1,0
2024-08-23T05:00:00Z,3,6,39,20
2024-08-23T06:00:00Z,51,24,179,117
2024-08-23T07:00:00Z,122,41,229,173
2024-08-23T08:00:00Z,157,63,303,220
2024-08-23T09:00:00Z,249,121,302,409
2024-08-23T10:00:00Z,481,105,495,789
2024-08-23T11:00:00Z,583,137,637,968
2024-08-23T12:00:00Z,656,105,642,1080
2024-08-23T13:00:00Z,580,145,612,1002
2024-08-23T14:00:00Z,516,166,571,1073
2024-08-23T15:00:00Z,549,97,509,932
2024-08-23T16:00:00Z,489,176,577,908
2024-08-23T17:00:00Z,456,126,604,848
2024-08-23T18:00:00Z,556,129,485,800
2024-08-23T19:00:00Z,434,158,395,1026
2024-08-23T20:00:00Z,257,97,201,1057
2024-08-23T21:00:00Z,89,28,61,685
2024-08-23T22:00:00Z,74,25,33,591
2024-08-23T23:00:00Z,29,21,16,370
2024-08-24T00:00:00Z,11,5,14,136
2024-08-24T01:00:00Z,9,8,14,120
2024-08-24T02:00:00Z,4,0,3,48
2024-08-24T03:00:00Z,7,0,0,19
2024-08-24T04:00:00Z,13,1,7,6
2024-08-24T05:00:00Z,29,2,20,28
2024-08-24T06:00:00Z,57,20,72,110
2024-08-24T07:00:00Z,120,41,169,177
2024-08-24T08:00:00Z,239,79,410,287
2024-08-24T09:00:00Z,355,128,606,643
2024-08-24T10:00:00Z,577,163,798,913
2024-08-24T11:00:00Z,745,131,1069,1349
2024-08-24T12:00:00Z,658,124,766,1093
2024-08-24T13:00:00Z,592,169,722,1159
2024-08-24T14:00:00Z,512,166,724,1305
2024-08-24T15:00:00Z,605,100,702,1064
2024-08-24T16:00:00Z,547,110,648,1073
2024-08-24T17:00:00Z,591,108,470,1069
2024-08-24T18:00:00Z,408,169,445,1079
2024-08-24T19:00:00Z,370,145,336,1230
2024-08-24T20:00:00Z,331,113,144,977
2024-08-24T21:00:00Z,100,31,49,832
2024-08-24T22:00:00Z,60,21,50,546
2024-08-24T23:00:00Z,35,16,23,461
2024-08-25T00:00:00Z,17,10,19,318
2024-08-25T01:00:00Z,17,6,10,183
2024-08-25T02:00:00Z,15,0,6,45
2024-08-25T03:00:00Z,4,0,3,21
2024-08-25T04:00:00Z,3,0,1,7
2024-08-25T05:00:00Z,8,2,7,20
2024-08-25T06:00:00Z,36,18,65,94
2024-08-25T07:00:00Z,98,51,219,159
2024-08-25T08:00:00Z,160,80,404,354
2024-08-25T09:00:00Z,325,101,604,650
2024-08-25T10:00:00Z,468,141,809,950
2024-08-25T11:00:00Z,487,176,831,1038
2024-08-25T12:00:00Z,606,124,822,1226
2024-08-25T13:00:00Z,567,119,719,1043
2024-08-25T14:00:00Z,489,121,738,1202
2024-08-25T15:00:00Z,516,174,652,1019
2024-08-25T16:00:00Z,469,92,667,893
2024-08-25T17:00:00Z,190,46,208,487
2024-08-25T18:00:00Z,154,91,195,567
2024-08-25T19:00:00Z,233,93,255,804
2024-08-25T20:00:00Z,194,63,106,756
2024-08-25T21:00:00Z,92,13,33,540
2024-08-25T22:00:00Z,19,9,16,345
2024-08-25T23:00:00Z,17,7,14,240
2024-08-26T00:00:00Z,5,8,7,88
2024-08-26T01:00:00Z,1,1,6,30
2024-08-26T02:00:00Z,1,0,6,35
2024-08-26T03:00:00Z,1,0,14,11
2024-08-26T04:00:00Z,1,3,7,0
2024-08-26T05:00:00Z,17,13,22,20
2024-08-26T06:00:00Z,86,20,136,138
2024-08-26T07:00:00Z,140,43,281,168
2024-08-26T08:00:00Z,192,59,283,182
2024-08-26T09:00:00Z,278,63,299,425
2024-08-26T10:00:00Z,317,92,371,467
2024-08-26T11:00:00Z,444,116,476,701
2024-08-26T12:00:00Z,575,104,432,804
2024-08-26T13:00:00Z,411,117,434,757
2024-08-26T14:00:00Z,424,124,405,672
2024-08-26T15:00:00Z,371,101,368,701
2024-08-26T16:00:00Z,436,117,481,613
2024-08-26T17:00:00Z,408,107,502,657
2024-08-26T18:00:00Z,434,125,683,804
2024-08-26T19:00:00Z,430,122,553,945
2024-08-26T20:00:00Z,241,79,187,798
2024-08-26T21:00:00Z,108,15,54,471
2024-08-26T22:00:00Z,40,16,30,322
2024-08-26T23:00:00Z,32,1,13,159
2024-08-27T00:00:00Z,8,2,6,74
2024-08-27T01:00:00Z,1,0,3,43
2024-08-27T02:00:00Z,7,0,6,14
2024-08-27T03:00:00Z,1,0,0,16
2024-08-27T04:00:00Z,7,0,4,1
2024-08-27T05:00:00Z,31,6,37,22
2024-08-27T06:00:00Z,104,26,176,152
2024-08-27T07:00:00Z,166,54,284,227
2024-08-27T08:00:00Z,178,77,321,217
2024-08-27T09:00:00Z,231,53,328,311
2024-08-27T10:00:00Z,329,89,409,597
2024-08-27T11:00:00Z,489,110,461,598
2024-08-27T12:00:00Z,545,143,441,745
2024-08-27T13:00:00Z,382,69,351,741
2024-08-27T14:00:00Z,269,104,305,672
2024-08-27T15:00:00Z,352,108,382,512
2024-08-27T16:00:00Z,305,76,358,527
2024-08-27T17:00:00Z,398,136,441,610
2024-08-27T18:00:00Z,395,129,565,725
2024-08-27T19:00:00Z,285,140,508,696
2024-08-27T20:00:00Z,196,57,189,651
2024-08-27T21:00:00Z,59,29,69,475
2024-08-27T22:00:00Z,28,6,7,257
2024-08-27T23:00:00Z,4,7,6,82
2024-08-28T00:00:00Z,0,0,6,17
2024-08-28T01:00:00Z,1,0,1,1
2024-08-28T02:00:00Z,1,1,0,14
2024-08-28T03:00:00Z,0,1,1,10
2024-08-28T04:00:00Z,0,1,0,1
2024-08-28T05:00:00Z,11,6,20,26
2024-08-28T06:00:00Z,57,16,149,126
2024-08-28T07:00:00Z,126,44,229,115
2024-08-28T08:00:00Z,148,59,272,225
2024-08-28T09:00:00Z,197,62,286,353
2024-08-28T10:00:00Z,254,43,332,537
2024-08-28T11:00:00Z,339,84,362,573
2024-08-28T12:00:00Z,487,94,435,716
2024-08-28T13:00:00Z,403,77,392,728
2024-08-28T14:00:00Z,339,99,392,550
2024-08-28T15:00:00Z,408,114,395,688
2024-08-28T16:00:00Z,432,125,502,599
2024-08-28T17:00:00Z,407,154,474,625
2024-08-28T18:00:00Z,382,126,572,738
2024-08-28T19:00:00Z,321,92,430,731
2024-08-28T20:00:00Z,161,57,122,566
2024-08-28T21:00:00Z,61,12,41,351
2024-08-28T22:00:00Z,44,3,22,261
2024-08-28T23:00:00Z,15,10,31,114
2024-08-29T00:00:00Z,8,3,19,21
2024-08-29T01:00:00Z,3,1,1,19
2024-08-29T02:00:00Z,0,1,1,7
2024-08-29T03:00:00Z,0,0,0,0
2024-08-29T04:00:00Z,4,1,3,3
2024-08-29T05:00:00Z,25,3,30,28
2024-08-29T06:00:00Z,98,23,155,129
2024-08-29T07:00:00Z,165,47,288,172
2024-08-29T08:00:00Z,169,98,357,244
2024-08-29T09:00:00Z,206,78,287,313
2024-08-29T10:00:00Z,301,91,402,520
2024-08-29T11:00:00Z,455,115,510,682
2024-08-29T12:00:00Z,563,102,458,663
2024-08-29T13:00:00Z,344,91,391,484
2024-08-29T14:00:00Z,331,139,409,553
2024-08-29T15:00:00Z,428,131,424,663
2024-08-29T16:00:00Z,380,101,409,504
2024-08-29T17:00:00Z,418,167,516,561
2024-08-29T18:00:00Z,360,113,521,618
2024-08-29T19:00:00Z,309,121,433,716
2024-08-29T20:00:00Z,241,52,141,545
2024-08-29T21:00:00Z,102,15,54,361
2024-08-29T22:00:00Z,39,10,13,360
2024-08-29T23:00:00Z,15,8,16,206
2024-08-30T00:00:00Z,17,1,13,62
2024-08-30T01:00:00Z,0,0,1,34
2024-08-30T02:00:00Z,0,0,3,8
2024-08-30T03:00:00Z,0,0,0,1
2024-08-30T04:00:00Z,0,0,1,3
2024-08-30T05:00:00Z,16,3,19,22
2024-08-30T06:00:00Z,74,16,202,105
2024-08-30T07:00:00Z,113,37,222,89
2024-08-30T08:00:00Z,136,64,349,176
2024-08-30T09:00:00Z,170,67,342,286
2024-08-30T10:00:00Z,432,84,544,605
2024-08-30T11:00:00Z,384,115,516,707
2024-08-30T12:00:00Z,463,114,530,822
2024-08-30T13:00:00Z,427,135,500,711
2024-08-30T14:00:00Z,340,120,472,801
2024-08-30T15:00:00Z,444,114,457,699
2024-08-30T16:00:00Z,386,117,378,693
2024-08-30T17:00:00Z,368,124,464,575
2024-08-30T18:00:00Z,392,125,332,632
2024-08-30T19:00:00Z,290,93,336,824
2024-08-30T20:00:00Z,214,69,108,895
2024-08-30T21:00:00Z,113,37,79,544
2024-08-30T22:00:00Z,27,16,41,502
2024-08-30T23:00:00Z,19,24,31,333
2024-08-31T00:00:00Z,16,1,14,217
2024-08-31T01:00:00Z,5,0,16,81
2024-08-31T02:00:00Z,3,0,14,40
2024-08-31T03:00:00Z,0,0,6,13
2024-08-31T04:00:00Z,0,0,1,11
2024-08-31T05:00:00Z,23,1,13,4
2024-08-31T06:00:00Z,35,6,49,65
2024-08-31T07:00:00Z,77,33,176,104
2024-08-31T08:00:00Z,85,30,228,169
2024-08-31T09:00:00Z,158,48,366,338
2024-08-31T10:00:00Z,225,51,349,511
2024-08-31T11:00:00Z,270,89,539,575
2024-08-31T12:00:00Z,266,60,283,483
2024-08-31T13:00:00Z,238,54,308,692
2024-08-31T14:00:00Z,166,32,184,409
2024-08-31T15:00:00Z,110,29,80,225
2024-08-31T16:00:00Z,89,26,113,232
2024-08-31T17:00:00Z,66,13,97,211
2024-08-31T18:00:00Z,55,23,132,304
2024-08-31T19:00:00Z,117,21,92,502
2024-08-31T20:00:00Z,73,29,24,450
2024-08-31T21:00:00Z,35,12,26,544
2024-08-31T22:00:00Z,33,2,14,363
2024-08-31T23:00:00Z,19,1,9,306
2024-09-01T00:00:00Z,9,2,6,186
2024-09-01T01:00:00Z,5,2,3,87
2024-09-01T02:00:00Z,5,0,3,41
2024-09-01T03:00:00Z,3,0,0,7
2024-09-01T04:00:00Z,3,0,7,7
2024-09-01T05:00:00Z,7,1,20,12
2024-09-01T06:00:00Z,25,7,76,85
2024-09-01T07:00:00Z,100,26,175,149
2024-09-01T08:00:00Z,223,64,426,369
2024-09-01T09:00:00Z,374,148,780,868
2024-09-01T10:00:00Z,706,124,1157,1243
2024-09-01T11:00:00Z,898,136,377,1887
2024-09-01T12:00:00Z,855,124,503,1850
2024-09-01T13:00:00Z,662,119,400,1676
2024-09-01T14:00:00Z,720,121,320,1291
2024-09-01T15:00:00Z,218,43,323,326
2024-09-01T16:00:00Z,122,21,370,318
2024-09-01T17:00:00Z,172,48,513,907
2024-09-01T18:00:00Z,331,114,407,1299
2024-09-01T19:00:00Z,371,101,374,1437
2024-09-01T20:00:00Z,128,41,258,1302
2024-09-01T21:00:00Z,64,12,189,737
2024-09-01T22:00:00Z,39,12,113,732
2024-09-01T23:00:00Z,19,8,14,425
2024-09-02T00:00:00Z,13,6,5,222
2024-09-02T01:00:00Z,7,0,4,87
2024-09-02T02:00:00Z,7,0,3,37
2024-09-02T03:00:00Z,1,1,3,22
2024-09-02T04:00:00Z,3,0,1,21
2024-09-02T05:00:00Z,21,1,20,26
2024-09-02T06:00:00Z,68,25,95,151
2024-09-02T07:00:00Z,122,31,174,151
2024-09-02T08:00:00Z,193,48,258,332
2024-09-02T09:00:00Z,383,148,266,735
2024-09-02T10:00:00Z,608,177,309,1169
2024-09-02T11:00:00Z,735,82,372,1772
2024-09-02T12:00:00Z,717,85,394,1652
2024-09-02T13:00:00Z,674,86,350,1579
2024-09-02T14:00:00Z,616,90,365,1529
2024-09-02T15:00:00Z,674,85,351,1486
2024-09-02T16:00:00Z,626,80,372,1518
2024-09-02T17:00:00Z,572,94,462,1398
2024-09-02T18:00:00Z,477,94,528,1157
2024-09-02T19:00:00Z,444,136,329,1025
2024-09-02T20:00:00Z,190,49,107,678
2024-09-02T21:00:00Z,52,12,34,376
2024-09-02T22:00:00Z,37,3,16,210
2024-09-02T23:00:00Z,15,5,10,130
2024-09-03T00:00:00Z,1,0,4,20
2024-09-03T01:00:00Z,0,0,5,4
2024-09-03T02:00:00Z,1,0,3,0
2024-09-03T03:00:00Z,0,0,2,6
2024-09-03T04:00:00Z,1,1,2,1
2024-09-03T05:00:00Z,11,3,30,38
2024-09-03T06:00:00Z,64,14,157,123
2024-09-03T07:00:00Z,129,32,246,152
2024-09-03T08:00:00Z,141,79,270,164
2024-09-03T09:00:00Z,178,69,293,232
2024-09-03T10:00:00Z,261,72,386,360
2024-09-03T11:00:00Z,275,75,391,550
2024-09-03T12:00:00Z,430,87,480,580
2024-09-03T13:00:00Z,362,84,366,580
2024-09-03T14:00:00Z,267,158,360,616
2024-09-03T15:00:00Z,297,104,367,444
2024-09-03T16:00:00Z,309,117,405,548
2024-09-03T17:00:00Z,335,115,492,529
2024-09-03T18:00:00Z,395,101,530,576
2024-09-03T19:00:00Z,317,85,356,665
2024-09-03T20:00:00Z,146,22,121,313
2024-09-03T21:00:00Z,48,14,54,301
2024-09-03T22:00:00Z,41,6,23,164
2024-09-03T23:00:00Z,28,2,15,116
2024-09-04T00:00:00Z,15,0,11,31
2024-09-04T01:00:00Z,0,0,4,13
2024-09-04T02:00:00Z,0,0,3,0
2024-09-04T03:00:00Z,0,0,2,10
2024-09-04T04:00:00Z,1,1,2,4
2024-09-04T05:00:00Z,17,3,23,16
2024-09-04T06:00:00Z,69,14,113,101
2024-09-04T07:00:00Z,150,41,231,171
2024-09-04T08:00:00Z,186,55,261,205
2024-09-04T09:00:00Z,173,84,257,306
2024-09-04T10:00:00Z,245,80,320,410
2024-09-04T11:00:00Z,314,101,280,478
2024-09-04T12:00:00Z,443,125,356,569
2024-09-04T13:00:00Z,298,104,286,533
2024-09-04T14:00:00Z,262,148,275,504
2024-09-04T15:00:00Z,287,159,293,490
2024-09-04T16:00:00Z,352,102,331,495
2024-09-04T17:00:00Z,363,130,429,539
2024-09-04T18:00:00Z,499,125,516,598
2024-09-04T19:00:00Z,322,126,287,629
2024-09-04T20:00:00Z,124,28,75,418
2024-09-04T21:00:00Z,39,12,44,229
2024-09-04T22:00:00Z,23,6,26,187
2024-09-04T23:00:00Z,17,5,8,102
2024-09-05T00:00:00Z,5,1,5,43
2024-09-05T01:00:00Z,0,0,3,14
2024-09-05T02:00:00Z,0,0,0,3
2024-09-05T03:00:00Z,0,0,2,1
2024-09-05T04:00:00Z,7,0,2,4
2024-09-05T05:00:00Z,8,8,18,29
2024-09-05T06:00:00Z,98,21,94,123
2024-09-05T07:00:00Z,154,90,184,169
2024-09-05T08:00:00Z,146,74,228,234
2024-09-05T09:00:00Z,190,86,224,390
2024-09-05T10:00:00Z,249,78,270,520
2024-09-05T11:00:00Z,325,82,257,542
2024-09-05T12:00:00Z,476,78,518,562
2024-09-05T13:00:00Z,306,105,267,412
2024-09-05T14:00:00Z,317,109,347,503
2024-09-05T15:00:00Z,332,176,306,561
2024-09-05T16:00:00Z,297,104,342,479
2024-09-05T17:00:00Z,340,108,422,487
2024-09-05T18:00:00Z,403,123,463,578
2024-09-05T19:00:00Z,367,109,279,574
2024-09-05T20:00:00Z,218,47,93,390
2024-09-05T21:00:00Z,81,22,45,302
2024-09-05T22:00:00Z,33,7,25,219
2024-09-05T23:00:00Z,11,7,12,134
2024-09-06T00:00:00Z,1,2,3,48
2024-09-06T01:00:00Z,1,0,5,13
2024-09-06T02:00:00Z,0,3,2,11
2024-09-06T03:00:00Z,0,0,1,0
2024-09-06T04:00:00Z,4,0,2,0
2024-09-06T05:00:00Z,15,9,28,16
2024-09-06T06:00:00Z,112,21,164,86
2024-09-06T07:00:00Z,121,53,214,145
2024-09-06T08:00:00Z,148,71,278,194
2024-09-06T09:00:00Z,150,86,323,233
2024-09-06T10:00:00Z,261,68,438,451
2024-09-06T11:00:00Z,323,101,442,612
2024-09-06T12:00:00Z,424,85,453,615
2024-09-06T13:00:00Z,368,83,369,452
2024-09-06T14:00:00Z,294,85,394,581
2024-09-06T15:00:00Z,311,101,436,584
2024-09-06T16:00:00Z,299,135,429,591
2024-09-06T17:00:00Z,388,130,475,602
2024-09-06T18:00:00Z,351,118,448,635
2024-09-06T19:00:00Z,261,78,268,528
2024-09-06T20:00:00Z,132,53,109,479
2024-09-06T21:00:00Z,64,26,57,366
2024-09-06T22:00:00Z,44,15,34,371
2024-09-06T23:00:00Z,41,9,18,240
2024-09-07T00:00:00Z,37,7,17,123
2024-09-07T01:00:00Z,13,6,12,74
2024-09-07T02:00:00Z,9,5,14,42
2024-09-07T03:00:00Z,4,0,6,17
2024-09-07T04:00:00Z,1,1,6,12
2024-09-07T05:00:00Z,8,7,15,21
2024-09-07T06:00:00Z,31,10,74,87
2024-09-07T07:00:00Z,88,25,215,127
2024-09-07T08:00:00Z,132,69,394,214
2024-09-07T09:00:00Z,338,110,773,707
2024-09-07T10:00:00Z,499,140,866,910
2024-09-07T11:00:00Z,638,131,1050,1010
2024-09-07T12:00:00Z,415,112,749,718
2024-09-07T13:00:00Z,354,97,472,661
2024-09-07T14:00:00Z,158,56,229,435
2024-09-07T15:00:00Z,73,17,91,1163
2024-09-07T16:00:00Z,21,3,53,1121
2024-09-07T17:00:00Z,24,6,43,1040
2024-09-07T18:00:00Z,17,10,51,988
2024-09-07T19:00:00Z,24,3,20,962
2024-09-07T20:00:00Z,8,5,10,898
2024-09-07T21:00:00Z,3,1,6,60
2024-09-07T22:00:00Z,32,0,14,112
2024-09-07T23:00:00Z,19,0,4,117
2024-09-08T00:00:00Z,7,1,7,75
2024-09-08T01:00:00Z,4,0,14,67
2024-09-08T02:00:00Z,0,0,0,22
2024-09-08T03:00:00Z,0,0,0,20
2024-09-08T04:00:00Z,4,1,3,11
2024-09-08T05:00:00Z,16,1,12,4
2024-09-08T06:00:00Z,40,9,60,54
2024-09-08T07:00:00Z,57,25,166,119
2024-09-08T08:00:00Z,154,85,365,235
2024-09-08T09:00:00Z,189,108,590,443
2024-09-08T10:00:00Z,302,107,794,857
2024-09-08T11:00:00Z,380,164,831,974
2024-09-08T12:00:00Z,372,102,782,887
2024-09-08T13:00:00Z,307,143,652,658
2024-09-08T14:00:00Z,364,159,578,957
2024-09-08T15:00:00Z,344,92,578,812
2024-09-08T16:00:00Z,325,107,462,673
2024-09-08T17:00:00Z,250,68,453,634
2024-09-08T18:00:00Z,189,70,333,460
2024-09-08T19:00:00Z,162,45,161,353
2024-09-08T20:00:00Z,72,7,70,180
2024-09-08T21:00:00Z,37,17,27,208
2024-09-08T22:00:00Z,15,6,23,128
2024-09-08T23:00:00Z,24,2,14,44
2024-09-09T00:00:00Z,3,1,6,35
2024-09-09T01:00:00Z,5,0,9,20
2024-09-09T02:00:00Z,3,0,4,13
2024-09-09T03:00:00Z,3,3,1,3
2024-09-09T04:00:00Z,0,0,0,0
2024-09-09T05:00:00Z,1,1,22,10
2024-09-09T06:00:00Z,40,9,86,89
2024-09-09T07:00:00Z,92,31,179,90
2024-09-09T08:00:00Z,158,66,298,253
2024-09-09T09:00:00Z,196,93,251,311
2024-09-09T10:00:00Z,289,77,328,535
2024-09-09T11:00:00Z,303,105,403,673
2024-09-09T12:00:00Z,501,116,471,577
2024-09-09T13:00:00Z,376,85,422,648
2024-09-09T14:00:00Z,344,104,428,514
2024-09-09T15:00:00Z,364,101,411,656
2024-09-09T16:00:00Z,368,156,478,604
2024-09-09T17:00:00Z,358,126,571,557
2024-09-09T18:00:00Z,427,121,747,691
2024-09-09T19:00:00Z,282,76,630,554
2024-09-09T20:00:00Z,100,29,157,337
2024-09-09T21:00:00Z,32,18,34,300
2024-09-09T22:00:00Z,15,6,14,196
2024-09-09T23:00:00Z,8,0,9,91
2024-09-10T00:00:00Z,1,0,3,26
2024-09-10T01:00:00Z,0,3,9,16
2024-09-10T02:00:00Z,0,0,6,4
2024-09-10T03:00:00Z,0,0,1,4
2024-09-10T04:00:00Z,1,0,0,0
2024-09-10T05:00:00Z,5,2,33,12
2024-09-10T06:00:00Z,108,26,145,138
2024-09-10T07:00:00Z,158,49,231,155
2024-09-10T08:00:00Z,166,75,289,169
2024-09-10T09:00:00Z,176,59,302,293
2024-09-10T10:00:00Z,213,93,335,346
2024-09-10T11:00:00Z,338,92,371,578
2024-09-10T12:00:00Z,451,98,427,736
2024-09-10T13:00:00Z,294,85,352,460
2024-09-10T14:00:00Z,273,104,363,481
2024-09-10T15:00:00Z,336,101,381,671
2024-09-10T16:00:00Z,336,135,447,616
2024-09-10T17:00:00Z,329,135,574,538
2024-09-10T18:00:00Z,561,150,621,571
2024-09-10T19:00:00Z,394,107,441,582
2024-09-10T20:00:00Z,122,23,104,336
2024-09-10T21:00:00Z,39,14,39,239
2024-09-10T22:00:00Z,28,9,13,203
2024-09-10T23:00:00Z,16,2,13,77
2024-09-11T00:00:00Z,5,0,3,19
2024-09-11T01:00:00Z,5,5,3,13
2024-09-11T02:00:00Z,4,0,4,1
2024-09-11T03:00:00Z,0,0,4,10
2024-09-11T04:00:00Z,1,1,6,1
2024-09-11T05:00:00Z,11,3,27,19
2024-09-11T06:00:00Z,117,23,133,141
2024-09-11T07:00:00Z,141,62,286,134
2024-09-11T08:00:00Z,188,64,281,225
2024-09-11T09:00:00Z,157,72,332,241
2024-09-11T10:00:00Z,251,79,345,543
2024-09-11T11:00:00Z,347,97,364,556
2024-09-11T12:00:00Z,489,107,430,607
2024-09-11T13:00:00Z,242,78,363,560
2024-09-11T14:00:00Z,266,143,378,508
2024-09-11T15:00:00Z,327,158,407,669
2024-09-11T16:00:00Z,356,92,428,527
2024-09-11T17:00:00Z,419,168,558,548
2024-09-11T18:00:00Z,523,126,685,696
2024-09-11T19:00:00Z,435,117,423,742
2024-09-11T20:00:00Z,81,17,107,334
2024-09-11T21:00:00Z,43,12,47,215
2024-09-11T22:00:00Z,37,7,23,177
2024-09-11T23:00:00Z,3,1,14,77
2024-09-12T00:00:00Z,3,3,7,44
2024-09-12T01:00:00Z,5,0,1,14
2024-09-12T02:00:00Z,0,0,1,7
2024-09-12T03:00:00Z,0,0,4,0
2024-09-12T04:00:00Z,0,0,6,1
2024-09-12T05:00:00Z,8,7,37,12
2024-09-12T06:00:00Z,92,20,127,97
2024-09-12T07:00:00Z,189,84,216,149
2024-09-12T08:00:00Z,138,60,239,234
2024-09-12T09:00:00Z,140,54,246,282
2024-09-12T10:00:00Z,222,92,331,545
2024-09-12T11:00:00Z,351,80,365,536
2024-09-12T12:00:00Z,395,94,386,591
2024-09-12T13:00:00Z,322,62,316,568
2024-09-12T14:00:00Z,285,133,293,469
2024-09-12T15:00:00Z,263,163,290,441
2024-09-12T16:00:00Z,303,97,285,477
2024-09-12T17:00:00Z,335,152,332,537
2024-09-12T18:00:00Z,452,118,358,641
2024-09-12T19:00:00Z,297,107,276,560
2024-09-12T20:00:00Z,132,30,151,341
2024-09-12T21:00:00Z,49,14,56,305
2024-09-12T22:00:00Z,16,12,21,162
2024-09-12T23:00:00Z,13,9,11,131
2024-09-13T00:00:00Z,12,1,6,72
2024-09-13T01:00:00Z,1,5,1,31
2024-09-13T02:00:00Z,0,1,0,26
2024-09-13T03:00:00Z,1,1,1,13
2024-09-13T04:00:00Z,0,0,7,0
2024-09-13T05:00:00Z,11,5,30,13
2024-09-13T06:00:00Z,88,9,163,76
2024-09-13T07:00:00Z,114,46,226,137
2024-09-13T08:00:00Z,145,84,278,231
2024-09-13T09:00:00Z,274,75,312,402
2024-09-13T10:00:00Z,299,130,418,566
2024-09-13T11:00:00Z,439,121,455,604
2024-09-13T12:00:00Z,471,95,457,638
2024-09-13T13:00:00Z,346,101,385,491
2024-09-13T14:00:00Z,283,87,359,662
2024-09-13T15:00:00Z,352,107,372,610
2024-09-13T16:00:00Z,318,136,343,583
2024-09-13T17:00:00Z,398,101,335,488
2024-09-13T18:00:00Z,416,126,306,720
2024-09-13T19:00:00Z,347,126,263,735
2024-09-13T20:00:00Z,122,36,177,515
2024-09-13T21:00:00Z,53,10,90,387
2024-09-13T22:00:00Z,45,15,43,416
2024-09-13T23:00:00Z,41,9,26,303
2024-09-14T00:00:00Z,25,2,14,171
2024-09-14T01:00:00Z,12,0,10,78
2024-09-14T02:00:00Z,7,1,9,53
2024-09-14T03:00:00Z,1,0,7,23
2024-09-14T04:00:00Z,3,1,12,20
2024-09-14T05:00:00Z,19,7,30,14
2024-09-14T06:00:00Z,74,9,87,78
2024-09-14T07:00:00Z,117,36,242,189
2024-09-14T08:00:00Z,200,93,417,420
2024-09-14T09:00:00Z,283,139,646,792
2024-09-14T10:00:00Z,455,137,764,936
2024-09-14T11:00:00Z,733,131,1033,1052
2024-09-14T12:00:00Z,559,159,754,1048
2024-09-14T13:00:00Z,515,169,606,960
2024-09-14T14:00:00Z,533,167,661,1044
2024-09-14T15:00:00Z,525,100,578,1000
2024-09-14T16:00:00Z,480,110,522,1083
2024-09-14T17:00:00Z,517,108,403,959
2024-09-14T18:00:00Z,509,175,345,1211
2024-09-14T19:00:00Z,376,140,230,1216
2024-09-14T20:00:00Z,166,30,136,815
2024-09-14T21:00:00Z,130,29,80,717
2024-09-14T22:00:00Z,41,21,36,507
2024-09-14T23:00:00Z,17,3,21,356
2024-09-15T00:00:00Z,27,9,13,202
2024-09-15T01:00:00Z,3,3,7,62
2024-09-15T02:00:00Z,3,0,9,50
2024-09-15T03:00:00Z,0,0,7,17
2024-09-15T04:00:00Z,0,1,7,3
2024-09-15T05:00:00Z,8,6,24,4
2024-09-15T06:00:00Z,78,20,79,90
2024-09-15T07:00:00Z,116,54,218,109
2024-09-15T08:00:00Z,177,89,414,246
2024-09-15T09:00:00Z,402,140,630,449
2024-09-15T10:00:00Z,609,124,833,473
2024-09-15T11:00:00Z,648,136,903,683
2024-09-15T12:00:00Z,624,124,800,719
2024-09-15T13:00:00Z,535,119,691,552
2024-09-15T14:00:00Z,452,121,690,590
2024-09-15T15:00:00Z,380,124,662,592
2024-09-15T16:00:00Z,524,92,605,540
